,age,height,weight,overall_rating,potential,total_attack,total_skill,total_movement,total_power,total_mentality,total_defending,total_goalkeeping,player_fifa_api_id,player_name
53713,23.0,187.96,181,69.0,78.0,218.0,279.0,293.0,300.0,253.0,211.0,46.0,191065,Fabricio
53712,24.0,187.96,181,69.0,78.0,218.0,279.0,293.0,300.0,253.0,211.0,46.0,191065,Fabricio
53716,21.0,187.96,181,69.0,78.0,218.0,279.0,293.0,300.0,253.0,211.0,46.0,191065,Fabricio
53885,17.0,167.64,148,70.0,79.0,317.0,380.0,368.0,328.0,332.0,199.0,42.0,183614,Fagner
53884,18.0,167.64,148,70.0,79.0,317.0,380.0,368.0,328.0,332.0,199.0,42.0,183614,Fagner
53883,19.0,167.64,148,70.0,79.0,317.0,380.0,368.0,328.0,332.0,199.0,42.0,183614,Fagner
53882,21.0,167.64,148,70.0,79.0,317.0,380.0,368.0,328.0,332.0,199.0,42.0,183614,Fagner
53881,22.0,167.64,148,68.0,73.0,307.0,367.0,411.0,351.0,332.0,190.0,42.0,183614,Fagner
53880,22.0,167.64,148,69.0,73.0,317.0,378.0,411.0,357.0,330.0,194.0,42.0,183614,Fagner
53879,23.0,167.64,148,74.0,77.0,323.0,372.0,416.0,370.0,357.0,218.0,42.0,183614,Fagner
53878,23.0,167.64,148,72.0,75.0,316.0,365.0,411.0,362.0,339.0,212.0,42.0,183614,Fagner
53877,23.0,167.64,148,72.0,75.0,309.0,365.0,411.0,362.0,339.0,212.0,42.0,183614,Fagner
53876,23.0,167.64,148,72.0,75.0,309.0,365.0,411.0,362.0,335.0,212.0,42.0,183614,Fagner
53875,24.0,167.64,148,72.0,75.0,312.0,366.0,409.0,362.0,334.0,214.0,42.0,183614,Fagner
53873,24.0,167.64,148,74.0,75.0,312.0,366.0,429.0,367.0,345.0,221.0,42.0,183614,Fagner
53872,24.0,167.64,148,72.0,75.0,307.0,362.0,424.0,362.0,345.0,212.0,42.0,183614,Fagner
53871,24.0,167.64,148,72.0,75.0,297.0,357.0,424.0,362.0,345.0,212.0,42.0,183614,Fagner
53870,24.0,167.64,148,72.0,75.0,299.0,357.0,416.0,364.0,345.0,212.0,42.0,183614,Fagner
53869,24.0,167.64,148,72.0,75.0,299.0,357.0,416.0,364.0,345.0,212.0,42.0,183614,Fagner
53868,24.0,167.64,148,72.0,75.0,299.0,357.0,419.0,364.0,345.0,212.0,42.0,183614,Fagner
53867,25.0,167.64,148,72.0,75.0,299.0,357.0,419.0,364.0,345.0,212.0,42.0,183614,Fagner
53866,25.0,167.64,148,72.0,75.0,299.0,357.0,419.0,364.0,345.0,212.0,42.0,183614,Fagner
53874,24.0,167.64,148,72.0,75.0,312.0,366.0,409.0,362.0,334.0,214.0,42.0,183614,Fagner
55037,31.0,187.96,165,73.0,73.0,225.0,258.0,308.0,300.0,260.0,230.0,39.0,768,Felipe
55038,31.0,187.96,165,73.0,73.0,225.0,258.0,308.0,301.0,260.0,230.0,39.0,768,Felipe
55039,31.0,187.96,165,73.0,73.0,225.0,258.0,308.0,302.0,255.0,231.0,39.0,768,Felipe
55043,30.0,187.96,165,70.0,70.0,230.0,254.0,304.0,305.0,239.0,218.0,34.0,768,Felipe
55041,30.0,187.96,165,70.0,70.0,230.0,254.0,301.0,305.0,239.0,218.0,34.0,768,Felipe
55042,30.0,187.96,165,70.0,70.0,230.0,254.0,301.0,305.0,239.0,218.0,34.0,768,Felipe
55036,23.0,190.5,190,75.0,87.0,96.0,126.0,317.0,287.0,247.0,65.0,354.0,182105,Felipe
55040,31.0,187.96,165,72.0,72.0,220.0,258.0,302.0,307.0,244.0,227.0,39.0,768,Felipe
55035,23.0,190.5,190,75.0,87.0,96.0,126.0,317.0,287.0,247.0,65.0,354.0,182105,Felipe
55030,26.0,190.5,190,77.0,81.0,66.0,63.0,290.0,249.0,150.0,56.0,375.0,182105,Felipe
55033,25.0,190.5,190,76.0,87.0,96.0,134.0,314.0,287.0,269.0,65.0,373.0,182105,Felipe
55032,25.0,190.5,190,77.0,79.0,96.0,132.0,300.0,275.0,211.0,65.0,378.0,182105,Felipe
55031,26.0,190.5,190,77.0,81.0,96.0,132.0,300.0,275.0,211.0,65.0,378.0,182105,Felipe
55029,27.0,190.5,190,77.0,81.0,66.0,63.0,290.0,249.0,150.0,56.0,375.0,182105,Felipe
55028,27.0,190.5,190,78.0,80.0,66.0,63.0,291.0,232.0,131.0,31.0,374.0,182105,Felipe
55027,28.0,190.5,190,78.0,80.0,66.0,63.0,291.0,232.0,131.0,31.0,374.0,182105,Felipe
55026,28.0,190.5,190,78.0,79.0,66.0,67.0,291.0,232.0,118.0,31.0,377.0,182105,Felipe
55025,28.0,190.5,190,77.0,79.0,66.0,72.0,291.0,232.0,118.0,31.0,375.0,182105,Felipe
55044,30.0,187.96,165,70.0,70.0,230.0,254.0,304.0,305.0,249.0,218.0,34.0,768,Felipe
55034,24.0,190.5,190,73.0,87.0,96.0,126.0,317.0,287.0,247.0,65.0,354.0,182105,Felipe
55045,30.0,187.96,165,70.0,70.0,237.0,259.0,304.0,305.0,259.0,218.0,34.0,768,Felipe
55024,29.0,190.5,190,77.0,79.0,66.0,72.0,271.0,220.0,90.0,31.0,375.0,182105,Felipe
55047,29.0,187.96,165,71.0,73.0,242.0,264.0,304.0,306.0,264.0,221.0,39.0,768,Felipe
55066,22.0,187.96,165,77.0,81.0,331.0,343.0,335.0,361.0,360.0,235.0,120.0,768,Felipe
55065,23.0,187.96,165,77.0,81.0,331.0,333.0,335.0,361.0,360.0,235.0,150.0,768,Felipe
55064,24.0,187.96,165,78.0,84.0,304.0,293.0,368.0,366.0,380.0,237.0,135.0,768,Felipe
55063,24.0,187.96,165,78.0,85.0,304.0,293.0,368.0,366.0,375.0,236.0,135.0,768,Felipe
55062,25.0,187.96,165,79.0,84.0,295.0,285.0,371.0,352.0,388.0,240.0,137.0,768,Felipe
55061,25.0,187.96,165,78.0,82.0,295.0,285.0,368.0,351.0,387.0,237.0,137.0,768,Felipe
55060,26.0,187.96,165,75.0,80.0,278.0,252.0,354.0,330.0,311.0,233.0,39.0,768,Felipe
55059,26.0,187.96,165,70.0,80.0,274.0,253.0,340.0,325.0,286.0,210.0,39.0,768,Felipe
55058,27.0,187.96,165,70.0,70.0,273.0,258.0,316.0,306.0,269.0,214.0,39.0,768,Felipe
55057,27.0,187.96,165,71.0,71.0,280.0,258.0,311.0,306.0,266.0,218.0,39.0,768,Felipe
55056,28.0,187.96,165,71.0,71.0,280.0,257.0,308.0,305.0,266.0,218.0,39.0,768,Felipe
55055,28.0,187.96,165,70.0,71.0,280.0,257.0,308.0,303.0,257.0,215.0,39.0,768,Felipe
55054,28.0,187.96,165,70.0,71.0,280.0,257.0,308.0,303.0,257.0,215.0,39.0,768,Felipe
55053,28.0,187.96,165,70.0,71.0,280.0,257.0,308.0,303.0,257.0,215.0,39.0,768,Felipe
55052,29.0,187.96,165,68.0,70.0,246.0,255.0,301.0,293.0,243.0,213.0,39.0,768,Felipe
55051,29.0,187.96,165,68.0,74.0,246.0,255.0,301.0,293.0,243.0,213.0,39.0,768,Felipe
55050,29.0,187.96,165,69.0,74.0,246.0,252.0,296.0,293.0,243.0,213.0,39.0,768,Felipe
55049,29.0,187.96,165,70.0,74.0,248.0,256.0,300.0,284.0,259.0,223.0,39.0,768,Felipe
55048,29.0,187.96,165,70.0,74.0,248.0,256.0,300.0,288.0,259.0,223.0,39.0,768,Felipe
55046,30.0,187.96,165,71.0,71.0,242.0,264.0,304.0,306.0,264.0,221.0,39.0,768,Felipe
55023,29.0,190.5,190,77.0,79.0,66.0,72.0,269.0,220.0,90.0,31.0,375.0,182105,Felipe
55017,19.0,193.04,198,68.0,69.0,225.0,247.0,319.0,290.0,271.0,207.0,128.0,188234,Felipe
55021,29.0,190.5,190,77.0,79.0,66.0,72.0,269.0,220.0,90.0,31.0,372.0,182105,Felipe
54996,20.0,187.96,174,61.0,65.0,203.0,211.0,340.0,250.0,277.0,192.0,108.0,184820,Felipe
54995,22.0,187.96,174,71.0,74.0,264.0,278.0,359.0,299.0,338.0,214.0,127.0,184820,Felipe
54994,22.0,187.96,174,72.0,76.0,300.0,271.0,360.0,312.0,349.0,218.0,129.0,184820,Felipe
54993,23.0,187.96,174,73.0,76.0,300.0,271.0,360.0,312.0,282.0,218.0,50.0,184820,Felipe
54992,24.0,187.96,174,73.0,81.0,288.0,266.0,324.0,322.0,282.0,224.0,50.0,184820,Felipe
54991,24.0,187.96,174,74.0,80.0,291.0,266.0,329.0,307.0,285.0,226.0,50.0,184820,Felipe
54990,25.0,187.96,174,75.0,80.0,291.0,267.0,333.0,308.0,285.0,228.0,50.0,184820,Felipe
54989,25.0,187.96,174,73.0,79.0,289.0,267.0,332.0,308.0,281.0,224.0,50.0,184820,Felipe
54988,25.0,187.96,174,73.0,76.0,289.0,267.0,332.0,308.0,281.0,224.0,50.0,184820,Felipe
54987,25.0,187.96,174,73.0,76.0,289.0,267.0,332.0,308.0,281.0,224.0,50.0,184820,Felipe
54986,26.0,187.96,174,73.0,76.0,289.0,267.0,332.0,308.0,281.0,220.0,50.0,184820,Felipe
54985,26.0,187.96,174,73.0,76.0,289.0,267.0,327.0,308.0,281.0,220.0,50.0,184820,Felipe
54984,26.0,187.96,174,72.0,76.0,289.0,266.0,327.0,308.0,278.0,218.0,50.0,184820,Felipe
54983,26.0,187.96,174,72.0,75.0,289.0,266.0,327.0,308.0,278.0,218.0,50.0,184820,Felipe
54982,27.0,187.96,174,72.0,75.0,289.0,266.0,324.0,305.0,278.0,218.0,50.0,184820,Felipe
54981,27.0,187.96,174,72.0,75.0,289.0,266.0,324.0,305.0,273.0,218.0,50.0,184820,Felipe
54980,28.0,187.96,174,72.0,72.0,285.0,261.0,292.0,258.0,270.0,226.0,55.0,184820,Felipe
54979,28.0,187.96,174,72.0,72.0,285.0,261.0,292.0,258.0,270.0,226.0,55.0,184820,Felipe
54978,28.0,187.96,174,72.0,72.0,285.0,261.0,292.0,254.0,270.0,223.0,55.0,184820,Felipe
54997,19.0,187.96,174,61.0,65.0,203.0,211.0,340.0,250.0,277.0,192.0,108.0,184820,Felipe
54998,28.0,193.04,198,73.0,73.0,236.0,243.0,296.0,340.0,265.0,218.0,70.0,188234,Felipe
55022,29.0,190.5,190,77.0,79.0,66.0,72.0,269.0,220.0,90.0,31.0,373.0,182105,Felipe
55000,28.0,193.04,198,74.0,74.0,239.0,244.0,296.0,347.0,266.0,221.0,70.0,188234,Felipe
55020,29.0,190.5,190,77.0,79.0,66.0,72.0,269.0,220.0,90.0,31.0,382.0,182105,Felipe
55018,30.0,190.5,190,77.0,77.0,122.0,125.0,269.0,235.0,135.0,75.0,382.0,182105,Felipe
54999,28.0,193.04,198,73.0,73.0,236.0,243.0,296.0,346.0,265.0,218.0,70.0,188234,Felipe
55016,21.0,193.04,198,68.0,69.0,225.0,247.0,319.0,290.0,271.0,207.0,128.0,188234,Felipe
55015,21.0,193.04,198,68.0,72.0,225.0,247.0,319.0,290.0,271.0,207.0,128.0,188234,Felipe
55014,22.0,193.04,198,66.0,69.0,225.0,228.0,319.0,290.0,266.0,199.0,128.0,188234,Felipe
55013,22.0,193.04,198,67.0,69.0,224.0,224.0,300.0,304.0,265.0,196.0,128.0,188234,Felipe
55012,23.0,193.04,198,67.0,69.0,224.0,224.0,300.0,304.0,300.0,196.0,65.0,188234,Felipe
55011,23.0,193.04,198,67.0,69.0,224.0,221.0,300.0,304.0,300.0,196.0,65.0,188234,Felipe
55019,29.0,190.5,190,77.0,79.0,122.0,125.0,269.0,235.0,135.0,75.0,382.0,182105,Felipe
55009,24.0,193.04,198,70.0,72.0,221.0,240.0,285.0,313.0,249.0,207.0,65.0,188234,Felipe
55008,25.0,193.04,198,72.0,76.0,226.0,243.0,305.0,326.0,263.0,212.0,65.0,188234,Felipe
55007,25.0,193.04,198,72.0,76.0,226.0,243.0,305.0,327.0,263.0,212.0,65.0,188234,Felipe
55006,25.0,193.04,198,72.0,76.0,226.0,243.0,305.0,327.0,263.0,212.0,65.0,188234,Felipe
55005,26.0,193.04,198,72.0,76.0,226.0,237.0,305.0,327.0,263.0,212.0,65.0,188234,Felipe
55004,26.0,193.04,198,72.0,75.0,226.0,237.0,305.0,327.0,263.0,212.0,65.0,188234,Felipe
55003,26.0,193.04,198,72.0,72.0,226.0,237.0,300.0,305.0,263.0,212.0,65.0,188234,Felipe
55002,26.0,193.04,198,72.0,75.0,226.0,237.0,300.0,305.0,263.0,212.0,65.0,188234,Felipe
55001,27.0,193.04,198,72.0,75.0,226.0,237.0,289.0,305.0,263.0,212.0,65.0,188234,Felipe
55010,24.0,193.04,198,67.0,70.0,214.0,232.0,255.0,313.0,238.0,194.0,65.0,188234,Felipe
55374,29.0,175.26,148,81.0,81.0,365.0,386.0,395.0,387.0,371.0,219.0,48.0,135507,Fernandinho
55372,29.0,175.26,148,81.0,81.0,362.0,385.0,395.0,387.0,371.0,223.0,48.0,135507,Fernandinho
55368,30.0,175.26,148,80.0,80.0,351.0,378.0,394.0,391.0,371.0,223.0,48.0,135507,Fernandinho
55370,30.0,175.26,148,80.0,80.0,351.0,379.0,394.0,391.0,371.0,223.0,48.0,135507,Fernandinho
55369,30.0,175.26,148,80.0,80.0,351.0,379.0,394.0,391.0,371.0,223.0,48.0,135507,Fernandinho
55375,28.0,175.26,148,82.0,83.0,365.0,388.0,408.0,384.0,377.0,219.0,48.0,135507,Fernandinho
55371,29.0,175.26,148,81.0,81.0,361.0,383.0,395.0,389.0,371.0,223.0,48.0,135507,Fernandinho
55376,28.0,175.26,148,82.0,83.0,365.0,388.0,408.0,384.0,377.0,219.0,48.0,135507,Fernandinho
55381,28.0,175.26,148,81.0,82.0,364.0,389.0,400.0,345.0,369.0,206.0,48.0,135507,Fernandinho
55378,28.0,175.26,148,82.0,82.0,365.0,389.0,400.0,369.0,374.0,213.0,48.0,135507,Fernandinho
55379,28.0,175.26,148,82.0,83.0,365.0,389.0,400.0,369.0,374.0,213.0,48.0,135507,Fernandinho
55380,28.0,175.26,148,82.0,82.0,364.0,389.0,400.0,362.0,374.0,213.0,48.0,135507,Fernandinho
55382,28.0,175.26,148,81.0,82.0,364.0,389.0,400.0,345.0,369.0,206.0,48.0,135507,Fernandinho
55383,26.0,175.26,148,81.0,82.0,364.0,389.0,400.0,345.0,369.0,206.0,48.0,135507,Fernandinho
55384,26.0,175.26,148,81.0,82.0,333.0,372.0,400.0,378.0,311.0,60.0,48.0,135507,Fernandinho
55385,21.0,175.26,148,81.0,82.0,333.0,372.0,400.0,378.0,311.0,60.0,48.0,135507,Fernandinho
55367,30.0,175.26,148,80.0,80.0,351.0,376.0,394.0,391.0,371.0,223.0,48.0,135507,Fernandinho
55377,28.0,175.26,148,82.0,83.0,365.0,388.0,408.0,384.0,377.0,219.0,48.0,135507,Fernandinho
55366,30.0,175.26,148,80.0,80.0,351.0,376.0,394.0,391.0,371.0,231.0,48.0,135507,Fernandinho
55373,29.0,175.26,148,81.0,81.0,365.0,386.0,395.0,387.0,371.0,223.0,48.0,135507,Fernandinho
55364,24.0,170.18,146,75.0,87.0,337.0,338.0,410.0,354.0,327.0,118.0,127.0,180281,Fernandinho
55365,21.0,170.18,146,75.0,87.0,337.0,338.0,410.0,354.0,327.0,118.0,127.0,180281,Fernandinho
55346,30.0,170.18,146,73.0,73.0,319.0,338.0,417.0,306.0,287.0,120.0,53.0,180281,Fernandinho
55348,29.0,170.18,146,75.0,75.0,322.0,344.0,418.0,313.0,297.0,117.0,48.0,180281,Fernandinho
55349,29.0,170.18,146,74.0,74.0,318.0,338.0,416.0,308.0,290.0,117.0,48.0,180281,Fernandinho
55350,29.0,170.18,146,75.0,75.0,322.0,344.0,418.0,313.0,297.0,117.0,48.0,180281,Fernandinho
55351,29.0,170.18,146,76.0,76.0,332.0,341.0,420.0,314.0,299.0,117.0,48.0,180281,Fernandinho
55352,28.0,170.18,146,76.0,76.0,332.0,341.0,420.0,314.0,299.0,117.0,48.0,180281,Fernandinho
55353,28.0,170.18,146,76.0,76.0,332.0,341.0,420.0,314.0,299.0,117.0,48.0,180281,Fernandinho
55354,28.0,170.18,146,76.0,76.0,332.0,341.0,422.0,314.0,299.0,117.0,48.0,180281,Fernandinho
55347,29.0,170.18,146,74.0,74.0,322.0,341.0,417.0,308.0,294.0,120.0,53.0,180281,Fernandinho
55356,27.0,170.18,146,76.0,76.0,335.0,341.0,412.0,314.0,299.0,117.0,48.0,180281,Fernandinho
55357,27.0,170.18,146,76.0,76.0,335.0,341.0,412.0,311.0,299.0,117.0,48.0,180281,Fernandinho
55358,27.0,170.18,146,75.0,76.0,330.0,341.0,412.0,311.0,299.0,117.0,48.0,180281,Fernandinho
55359,27.0,170.18,146,75.0,76.0,330.0,341.0,412.0,311.0,299.0,117.0,48.0,180281,Fernandinho
55360,27.0,170.18,146,75.0,76.0,330.0,341.0,412.0,311.0,299.0,117.0,48.0,180281,Fernandinho
55361,25.0,170.18,146,75.0,76.0,330.0,341.0,412.0,311.0,299.0,117.0,48.0,180281,Fernandinho
55362,25.0,170.18,146,74.0,76.0,328.0,344.0,400.0,353.0,289.0,117.0,48.0,180281,Fernandinho
55355,27.0,170.18,146,76.0,76.0,334.0,341.0,419.0,314.0,299.0,117.0,48.0,180281,Fernandinho
55363,24.0,170.18,146,74.0,79.0,328.0,346.0,403.0,351.0,289.0,117.0,48.0,180281,Fernandinho
56012,33.0,193.04,174,72.0,72.0,339.0,340.0,243.0,374.0,333.0,202.0,53.0,137171,Fernando
56011,27.0,180.34,170,80.0,81.0,327.0,375.0,356.0,369.0,371.0,83.0,125.0,135823,Fernando
56010,28.0,180.34,170,80.0,81.0,327.0,336.0,356.0,369.0,371.0,83.0,150.0,135823,Fernando
56009,29.0,180.34,170,75.0,80.0,327.0,336.0,356.0,353.0,357.0,73.0,145.0,135823,Fernando
56008,29.0,180.34,170,72.0,76.0,313.0,326.0,343.0,337.0,357.0,73.0,145.0,135823,Fernando
56007,30.0,180.34,170,73.0,77.0,326.0,337.0,344.0,352.0,351.0,75.0,144.0,135823,Fernando
56006,31.0,180.34,170,73.0,77.0,349.0,329.0,344.0,358.0,316.0,75.0,54.0,135823,Fernando
56002,19.0,175.26,176,70.0,87.0,269.0,265.0,367.0,311.0,347.0,186.0,47.0,202642,Fernando
56004,14.0,175.26,176,68.0,78.0,266.0,284.0,362.0,330.0,319.0,220.0,47.0,202642,Fernando
56003,18.0,175.26,176,68.0,78.0,266.0,284.0,362.0,330.0,319.0,220.0,47.0,202642,Fernando
56001,19.0,175.26,176,71.0,83.0,269.0,265.0,364.0,311.0,347.0,197.0,47.0,202642,Fernando
56000,20.0,175.26,176,75.0,85.0,307.0,351.0,383.0,377.0,346.0,228.0,47.0,202642,Fernando
55999,20.0,175.26,176,75.0,85.0,307.0,344.0,383.0,377.0,346.0,228.0,47.0,202642,Fernando
56013,32.0,193.04,174,70.0,70.0,339.0,340.0,241.0,372.0,333.0,202.0,53.0,137171,Fernando
55998,21.0,175.26,176,76.0,85.0,307.0,343.0,387.0,382.0,348.0,231.0,47.0,202642,Fernando
56005,31.0,180.34,170,69.0,77.0,322.0,320.0,331.0,339.0,328.0,130.0,54.0,135823,Fernando
56014,32.0,193.04,174,72.0,72.0,343.0,344.0,244.0,376.0,344.0,207.0,53.0,137171,Fernando
56024,31.0,193.04,174,76.0,76.0,357.0,371.0,295.0,366.0,365.0,220.0,53.0,137171,Fernando
56016,32.0,193.04,174,72.0,72.0,343.0,344.0,245.0,375.0,339.0,202.0,53.0,137171,Fernando
55997,21.0,175.26,176,76.0,85.0,307.0,343.0,387.0,382.0,348.0,231.0,47.0,202642,Fernando
56032,25.0,193.04,174,75.0,79.0,331.0,354.0,332.0,353.0,364.0,215.0,113.0,137171,Fernando
56031,26.0,193.04,174,75.0,79.0,331.0,354.0,332.0,353.0,364.0,215.0,150.0,137171,Fernando
56030,27.0,193.04,174,79.0,79.0,363.0,375.0,341.0,366.0,390.0,220.0,155.0,137171,Fernando
56029,27.0,193.04,174,77.0,76.0,358.0,368.0,316.0,366.0,390.0,220.0,151.0,137171,Fernando
56028,28.0,193.04,174,78.0,76.0,357.0,371.0,295.0,366.0,391.0,220.0,149.0,137171,Fernando
56027,28.0,193.04,174,78.0,76.0,357.0,371.0,295.0,366.0,391.0,220.0,149.0,137171,Fernando
56015,32.0,193.04,174,72.0,72.0,343.0,344.0,244.0,376.0,339.0,202.0,53.0,137171,Fernando
56026,29.0,193.04,174,76.0,76.0,357.0,371.0,295.0,366.0,365.0,220.0,53.0,137171,Fernando
56023,31.0,193.04,174,74.0,74.0,352.0,350.0,262.0,377.0,363.0,207.0,53.0,137171,Fernando
56022,31.0,193.04,174,74.0,74.0,352.0,347.0,262.0,378.0,363.0,207.0,53.0,137171,Fernando
56021,31.0,193.04,174,74.0,74.0,352.0,348.0,261.0,378.0,361.0,207.0,53.0,137171,Fernando
56020,32.0,193.04,174,75.0,75.0,352.0,350.0,261.0,378.0,361.0,207.0,53.0,137171,Fernando
56019,32.0,193.04,174,75.0,75.0,350.0,352.0,261.0,378.0,359.0,207.0,53.0,137171,Fernando
56018,32.0,193.04,174,73.0,73.0,345.0,346.0,258.0,378.0,350.0,207.0,53.0,137171,Fernando
56017,32.0,193.04,174,73.0,73.0,345.0,346.0,253.0,378.0,347.0,207.0,53.0,137171,Fernando
56025,29.0,193.04,174,76.0,76.0,357.0,371.0,295.0,366.0,365.0,220.0,53.0,137171,Fernando
55996,21.0,175.26,176,76.0,85.0,307.0,343.0,387.0,382.0,348.0,231.0,47.0,202642,Fernando
55967,26.0,185.42,168,79.0,83.0,296.0,332.0,367.0,382.0,361.0,252.0,50.0,184134,Fernando
55994,22.0,175.26,176,76.0,84.0,307.0,343.0,387.0,382.0,346.0,231.0,47.0,202642,Fernando
55995,21.0,175.26,176,76.0,85.0,307.0,343.0,387.0,382.0,348.0,231.0,47.0,202642,Fernando
55972,26.0,185.42,168,79.0,83.0,296.0,329.0,356.0,381.0,363.0,253.0,50.0,184134,Fernando
55971,26.0,185.42,168,79.0,83.0,296.0,329.0,356.0,383.0,363.0,253.0,50.0,184134,Fernando
55970,26.0,185.42,168,79.0,83.0,296.0,329.0,367.0,383.0,364.0,253.0,50.0,184134,Fernando
55969,26.0,185.42,168,79.0,83.0,296.0,329.0,367.0,383.0,364.0,253.0,50.0,184134,Fernando
55968,26.0,185.42,168,79.0,83.0,297.0,332.0,367.0,383.0,361.0,253.0,50.0,184134,Fernando
55966,27.0,185.42,168,79.0,83.0,296.0,332.0,365.0,381.0,361.0,252.0,50.0,184134,Fernando
55965,27.0,185.42,168,79.0,79.0,296.0,332.0,365.0,381.0,361.0,252.0,50.0,184134,Fernando
55964,27.0,185.42,168,79.0,80.0,296.0,332.0,365.0,381.0,359.0,252.0,50.0,184134,Fernando
55963,27.0,185.42,168,79.0,80.0,296.0,332.0,365.0,381.0,357.0,252.0,50.0,184134,Fernando
55962,27.0,185.42,168,79.0,79.0,296.0,332.0,365.0,381.0,357.0,252.0,50.0,184134,Fernando
55961,27.0,185.42,168,78.0,78.0,296.0,332.0,365.0,381.0,355.0,246.0,50.0,184134,Fernando
55960,28.0,185.42,168,78.0,78.0,300.0,326.0,349.0,381.0,346.0,244.0,5.0,184134,Fernando
55959,28.0,185.42,168,78.0,78.0,300.0,326.0,344.0,381.0,345.0,244.0,5.0,184134,Fernando
55958,28.0,185.42,168,78.0,78.0,300.0,325.0,344.0,381.0,345.0,240.0,5.0,184134,Fernando
55974,26.0,185.42,168,79.0,83.0,296.0,329.0,358.0,379.0,363.0,252.0,50.0,184134,Fernando
55975,25.0,185.42,168,80.0,83.0,300.0,334.0,366.0,378.0,365.0,255.0,50.0,184134,Fernando
55973,26.0,185.42,168,79.0,83.0,296.0,329.0,356.0,381.0,363.0,252.0,50.0,184134,Fernando
55977,25.0,185.42,168,80.0,83.0,309.0,335.0,364.0,378.0,365.0,253.0,50.0,184134,Fernando
55993,22.0,175.26,176,76.0,84.0,307.0,343.0,387.0,382.0,346.0,231.0,47.0,202642,Fernando
55992,22.0,175.26,176,76.0,84.0,307.0,343.0,387.0,382.0,346.0,231.0,47.0,202642,Fernando
55991,23.0,175.26,176,76.0,82.0,312.0,318.0,382.0,380.0,340.0,235.0,52.0,202642,Fernando
55990,23.0,175.26,176,77.0,83.0,312.0,321.0,382.0,386.0,340.0,234.0,52.0,202642,Fernando
55989,24.0,175.26,176,77.0,83.0,309.0,310.0,382.0,386.0,340.0,234.0,52.0,202642,Fernando
55988,24.0,175.26,176,77.0,83.0,308.0,310.0,381.0,383.0,340.0,234.0,52.0,202642,Fernando
55976,25.0,185.42,168,80.0,83.0,300.0,334.0,366.0,378.0,365.0,253.0,50.0,184134,Fernando
55986,20.0,185.42,168,70.0,73.0,231.0,249.0,327.0,345.0,318.0,222.0,117.0,184134,Fernando
55987,19.0,185.42,168,70.0,73.0,231.0,249.0,327.0,345.0,318.0,222.0,117.0,184134,Fernando
55984,21.0,185.42,168,72.0,82.0,281.0,278.0,370.0,359.0,373.0,218.0,133.0,184134,Fernando
55983,22.0,185.42,168,79.0,85.0,299.0,286.0,395.0,387.0,410.0,239.0,139.0,184134,Fernando
55982,22.0,185.42,168,79.0,85.0,297.0,286.0,391.0,381.0,408.0,236.0,139.0,184134,Fernando
55981,23.0,185.42,168,79.0,85.0,297.0,286.0,385.0,379.0,354.0,236.0,50.0,184134,Fernando
55980,23.0,185.42,168,78.0,85.0,298.0,287.0,376.0,370.0,344.0,240.0,50.0,184134,Fernando
55979,24.0,185.42,168,79.0,84.0,301.0,287.0,347.0,372.0,339.0,246.0,50.0,184134,Fernando
55978,24.0,185.42,168,78.0,82.0,298.0,307.0,375.0,374.0,349.0,244.0,50.0,184134,Fernando
55985,21.0,185.42,168,70.0,73.0,271.0,262.0,359.0,349.0,355.0,222.0,130.0,184134,Fernando
56093,25.0,185.42,163,67.0,71.0,229.0,211.0,299.0,296.0,246.0,206.0,44.0,208025,Ferreira
56098,19.0,185.42,163,58.0,61.0,187.0,158.0,260.0,248.0,203.0,195.0,44.0,208025,Ferreira
56097,24.0,185.42,163,58.0,61.0,187.0,158.0,260.0,248.0,203.0,195.0,44.0,208025,Ferreira
56096,24.0,185.42,163,65.0,73.0,216.0,174.0,232.0,282.0,227.0,208.0,44.0,208025,Ferreira
56095,25.0,185.42,163,66.0,71.0,224.0,211.0,299.0,296.0,246.0,206.0,44.0,208025,Ferreira
56092,26.0,185.42,163,66.0,69.0,227.0,211.0,299.0,296.0,248.0,202.0,44.0,208025,Ferreira
56094,25.0,185.42,163,66.0,71.0,224.0,211.0,299.0,296.0,246.0,206.0,44.0,208025,Ferreira
56090,26.0,185.42,163,66.0,69.0,227.0,211.0,307.0,296.0,248.0,202.0,44.0,208025,Ferreira
56089,26.0,185.42,163,66.0,69.0,230.0,216.0,307.0,296.0,254.0,202.0,44.0,208025,Ferreira
56091,26.0,185.42,163,66.0,69.0,227.0,211.0,299.0,296.0,248.0,202.0,44.0,208025,Ferreira
56088,26.0,185.42,163,66.0,69.0,230.0,216.0,309.0,296.0,254.0,202.0,44.0,208025,Ferreira
56087,26.0,185.42,163,66.0,69.0,230.0,216.0,310.0,296.0,254.0,202.0,44.0,208025,Ferreira
56086,26.0,185.42,163,67.0,69.0,230.0,216.0,310.0,296.0,254.0,207.0,44.0,208025,Ferreira
56085,26.0,185.42,163,67.0,69.0,230.0,216.0,314.0,296.0,254.0,207.0,44.0,208025,Ferreira
56147,23.0,177.8,161,72.0,75.0,283.0,315.0,390.0,324.0,279.0,38.0,54.0,189172,Fidel
56148,23.0,177.8,161,72.0,75.0,283.0,315.0,390.0,324.0,279.0,38.0,54.0,189172,Fidel
