,age,height,weight,overall_rating,potential,total_attack,total_skill,total_movement,total_power,total_mentality,total_defending,total_goalkeeping,player_fifa_api_id,player_name
70659,37.0,180.34,172,77.0,77.0,305.0,288.0,311.0,317.0,313.0,230.0,50.0,153260,Hilton
70849,19.0,190.5,168,52.0,67.0,242.0,240.0,277.0,275.0,222.0,94.0,52.0,208389,Houdret
70854,19.0,190.5,168,53.0,67.0,242.0,240.0,275.0,268.0,222.0,94.0,52.0,208389,Houdret
70853,19.0,190.5,168,52.0,67.0,242.0,240.0,277.0,275.0,222.0,94.0,52.0,208389,Houdret
70852,19.0,190.5,168,52.0,67.0,242.0,240.0,277.0,275.0,222.0,94.0,52.0,208389,Houdret
70855,13.0,190.5,168,53.0,67.0,242.0,240.0,275.0,268.0,222.0,94.0,52.0,208389,Houdret
70851,19.0,190.5,168,52.0,67.0,242.0,240.0,277.0,275.0,222.0,94.0,52.0,208389,Houdret
70850,19.0,190.5,168,52.0,67.0,242.0,240.0,277.0,275.0,222.0,94.0,52.0,208389,Houdret
70848,20.0,190.5,168,57.0,67.0,272.0,279.0,305.0,303.0,256.0,121.0,52.0,208389,Houdret
70842,22.0,190.5,168,62.0,70.0,269.0,289.0,316.0,316.0,295.0,149.0,57.0,208389,Houdret
70846,20.0,190.5,168,58.0,68.0,272.0,279.0,308.0,303.0,260.0,121.0,52.0,208389,Houdret
70845,20.0,190.5,168,58.0,68.0,272.0,279.0,308.0,303.0,260.0,121.0,52.0,208389,Houdret
70844,21.0,190.5,168,59.0,68.0,263.0,279.0,308.0,310.0,276.0,146.0,52.0,208389,Houdret
70843,21.0,190.5,168,60.0,68.0,263.0,281.0,310.0,311.0,284.0,146.0,52.0,208389,Houdret
70841,22.0,190.5,168,62.0,70.0,269.0,289.0,316.0,316.0,295.0,149.0,57.0,208389,Houdret
70840,22.0,190.5,168,62.0,68.0,269.0,289.0,316.0,316.0,295.0,149.0,57.0,208389,Houdret
70839,22.0,190.5,168,62.0,68.0,269.0,289.0,316.0,316.0,295.0,149.0,57.0,208389,Houdret
70847,20.0,190.5,168,58.0,68.0,272.0,279.0,308.0,303.0,260.0,121.0,52.0,208389,Houdret
70888,23.0,187.96,183,66.0,67.0,91.0,74.0,227.0,216.0,87.0,45.0,333.0,205341,Huanderson
70886,28.0,187.96,183,66.0,68.0,91.0,74.0,227.0,222.0,87.0,45.0,333.0,205341,Huanderson
70887,28.0,187.96,183,66.0,67.0,91.0,74.0,227.0,216.0,87.0,45.0,333.0,205341,Huanderson
71247,25.0,180.34,187,85.0,87.0,386.0,419.0,415.0,417.0,380.0,106.0,46.0,189362,Hulk
71243,26.0,180.34,187,83.0,88.0,382.0,410.0,411.0,424.0,395.0,102.0,46.0,189362,Hulk
71244,26.0,180.34,187,83.0,88.0,382.0,410.0,411.0,424.0,395.0,102.0,46.0,189362,Hulk
71245,26.0,180.34,187,84.0,88.0,382.0,410.0,419.0,424.0,400.0,102.0,46.0,189362,Hulk
71246,25.0,180.34,187,84.0,87.0,384.0,408.0,419.0,430.0,379.0,102.0,46.0,189362,Hulk
71248,24.0,180.34,187,84.0,87.0,393.0,418.0,420.0,405.0,368.0,106.0,46.0,189362,Hulk
71253,22.0,180.34,187,72.0,82.0,329.0,355.0,376.0,365.0,329.0,58.0,116.0,189362,Hulk
71250,23.0,180.34,187,83.0,87.0,367.0,409.0,422.0,409.0,392.0,96.0,143.0,189362,Hulk
71251,23.0,180.34,187,83.0,89.0,359.0,411.0,424.0,405.0,385.0,96.0,143.0,189362,Hulk
71252,22.0,180.34,187,79.0,85.0,354.0,365.0,426.0,384.0,359.0,79.0,123.0,189362,Hulk
71242,26.0,180.34,187,83.0,88.0,382.0,410.0,411.0,424.0,395.0,102.0,46.0,189362,Hulk
71254,20.0,180.34,187,72.0,82.0,329.0,355.0,376.0,365.0,329.0,58.0,116.0,189362,Hulk
71249,24.0,180.34,187,83.0,89.0,379.0,409.0,419.0,409.0,363.0,96.0,46.0,189362,Hulk
71241,27.0,180.34,187,83.0,88.0,382.0,410.0,411.0,424.0,395.0,102.0,46.0,189362,Hulk
71240,27.0,180.34,187,84.0,86.0,388.0,408.0,412.0,424.0,387.0,102.0,46.0,189362,Hulk
71239,27.0,180.34,187,84.0,86.0,388.0,408.0,412.0,424.0,374.0,102.0,46.0,189362,Hulk
71227,29.0,180.34,187,84.0,84.0,389.0,410.0,383.0,430.0,380.0,102.0,46.0,189362,Hulk
71229,29.0,180.34,187,84.0,84.0,389.0,410.0,383.0,430.0,380.0,102.0,46.0,189362,Hulk
71230,29.0,180.34,187,84.0,84.0,389.0,410.0,383.0,430.0,382.0,102.0,46.0,189362,Hulk
71231,29.0,180.34,187,84.0,84.0,389.0,410.0,383.0,430.0,382.0,102.0,46.0,189362,Hulk
71232,28.0,180.34,187,83.0,83.0,389.0,410.0,383.0,430.0,378.0,102.0,46.0,189362,Hulk
71228,29.0,180.34,187,84.0,84.0,389.0,410.0,383.0,430.0,380.0,102.0,46.0,189362,Hulk
71234,28.0,180.34,187,83.0,83.0,389.0,408.0,383.0,430.0,378.0,102.0,46.0,189362,Hulk
71235,28.0,180.34,187,83.0,83.0,389.0,408.0,383.0,430.0,383.0,102.0,46.0,189362,Hulk
71236,28.0,180.34,187,83.0,83.0,389.0,408.0,383.0,430.0,381.0,102.0,46.0,189362,Hulk
71237,27.0,180.34,187,84.0,86.0,388.0,408.0,412.0,424.0,380.0,102.0,46.0,189362,Hulk
71238,27.0,180.34,187,84.0,86.0,388.0,408.0,412.0,424.0,380.0,102.0,46.0,189362,Hulk
71233,28.0,180.34,187,83.0,83.0,389.0,408.0,383.0,430.0,378.0,102.0,46.0,189362,Hulk
71998,27.0,177.8,163,76.0,78.0,352.0,375.0,396.0,379.0,362.0,174.0,30.0,152828,Ibson
71999,27.0,177.8,163,75.0,81.0,349.0,374.0,383.0,369.0,361.0,174.0,30.0,152828,Ibson
72000,26.0,177.8,163,75.0,83.0,348.0,374.0,391.0,367.0,364.0,174.0,30.0,152828,Ibson
72001,26.0,177.8,163,76.0,88.0,351.0,366.0,394.0,363.0,360.0,174.0,159.0,152828,Ibson
72003,25.0,177.8,163,76.0,87.0,350.0,369.0,390.0,356.0,354.0,174.0,158.0,152828,Ibson
72002,25.0,177.8,163,75.0,87.0,347.0,362.0,391.0,359.0,356.0,172.0,158.0,152828,Ibson
72004,24.0,177.8,163,81.0,87.0,355.0,383.0,408.0,392.0,408.0,193.0,162.0,152828,Ibson
72005,23.0,177.8,163,73.0,80.0,322.0,352.0,387.0,360.0,380.0,179.0,155.0,152828,Ibson
71997,28.0,177.8,163,75.0,78.0,348.0,372.0,383.0,368.0,358.0,174.0,30.0,152828,Ibson
72006,23.0,177.8,163,80.0,82.0,335.0,391.0,387.0,367.0,393.0,196.0,126.0,152828,Ibson
71996,28.0,177.8,163,75.0,79.0,358.0,380.0,389.0,368.0,363.0,177.0,30.0,152828,Ibson
71989,30.0,177.8,163,70.0,70.0,351.0,353.0,360.0,359.0,340.0,167.0,30.0,152828,Ibson
71994,29.0,177.8,163,74.0,76.0,355.0,369.0,377.0,368.0,368.0,177.0,30.0,152828,Ibson
71986,30.0,177.8,163,70.0,70.0,346.0,353.0,360.0,359.0,340.0,167.0,30.0,152828,Ibson
71987,30.0,177.8,163,70.0,70.0,346.0,353.0,360.0,359.0,340.0,167.0,30.0,152828,Ibson
71988,30.0,177.8,163,70.0,70.0,346.0,353.0,360.0,359.0,340.0,167.0,30.0,152828,Ibson
71985,31.0,177.8,163,70.0,70.0,346.0,353.0,360.0,359.0,340.0,167.0,30.0,152828,Ibson
71991,29.0,177.8,163,73.0,76.0,351.0,357.0,362.0,361.0,350.0,167.0,30.0,152828,Ibson
71992,29.0,177.8,163,73.0,76.0,352.0,372.0,365.0,361.0,354.0,167.0,30.0,152828,Ibson
71993,29.0,177.8,163,74.0,76.0,356.0,372.0,377.0,364.0,361.0,177.0,30.0,152828,Ibson
71990,30.0,177.8,163,73.0,73.0,351.0,357.0,362.0,361.0,350.0,167.0,30.0,152828,Ibson
71995,29.0,177.8,163,74.0,76.0,355.0,369.0,377.0,368.0,368.0,177.0,30.0,152828,Ibson
72645,29.0,180.34,168,73.0,73.0,358.0,336.0,313.0,347.0,313.0,63.0,41.0,162441,Ilan
72651,26.0,180.34,168,78.0,78.0,357.0,339.0,342.0,353.0,351.0,93.0,85.0,162441,Ilan
72650,26.0,180.34,168,79.0,80.0,363.0,335.0,351.0,353.0,351.0,93.0,111.0,162441,Ilan
72649,27.0,180.34,168,75.0,80.0,363.0,335.0,351.0,353.0,351.0,93.0,111.0,162441,Ilan
72648,28.0,180.34,168,73.0,80.0,356.0,331.0,347.0,346.0,344.0,93.0,111.0,162441,Ilan
72647,28.0,180.34,168,75.0,85.0,363.0,344.0,347.0,353.0,350.0,93.0,111.0,162441,Ilan
72646,29.0,180.34,168,73.0,84.0,359.0,340.0,328.0,349.0,346.0,91.0,110.0,162441,Ilan
72644,30.0,180.34,168,73.0,73.0,358.0,336.0,313.0,347.0,313.0,63.0,41.0,162441,Ilan
72642,31.0,180.34,168,72.0,72.0,358.0,336.0,308.0,353.0,313.0,63.0,41.0,162441,Ilan
72641,32.0,180.34,168,71.0,71.0,355.0,331.0,307.0,351.0,307.0,60.0,41.0,162441,Ilan
72640,32.0,180.34,168,71.0,71.0,355.0,331.0,307.0,351.0,307.0,60.0,41.0,162441,Ilan
72639,33.0,180.34,168,71.0,71.0,355.0,331.0,311.0,345.0,299.0,71.0,41.0,162441,Ilan
72638,33.0,180.34,168,71.0,71.0,355.0,331.0,311.0,345.0,299.0,71.0,41.0,162441,Ilan
72637,33.0,180.34,168,70.0,70.0,355.0,331.0,311.0,345.0,299.0,71.0,41.0,162441,Ilan
72643,31.0,180.34,168,72.0,72.0,358.0,336.0,308.0,353.0,313.0,63.0,41.0,162441,Ilan
73125,30.0,177.8,154,74.0,74.0,294.0,358.0,349.0,357.0,352.0,202.0,40.0,135820,Iriney
73126,29.0,177.8,154,73.0,76.0,294.0,358.0,363.0,354.0,338.0,200.0,40.0,135820,Iriney
73127,29.0,177.8,154,71.0,76.0,298.0,360.0,364.0,352.0,322.0,178.0,40.0,135820,Iriney
73128,28.0,177.8,154,73.0,76.0,316.0,370.0,365.0,353.0,357.0,178.0,145.0,135820,Iriney
73132,26.0,177.8,154,71.0,75.0,346.0,351.0,368.0,328.0,325.0,144.0,143.0,135820,Iriney
73130,27.0,177.8,154,72.0,76.0,354.0,359.0,374.0,338.0,333.0,148.0,145.0,135820,Iriney
73131,26.0,177.8,154,71.0,75.0,346.0,351.0,368.0,328.0,325.0,144.0,143.0,135820,Iriney
73133,25.0,177.8,154,72.0,76.0,350.0,360.0,371.0,332.0,327.0,146.0,107.0,135820,Iriney
73124,30.0,177.8,154,76.0,76.0,294.0,358.0,349.0,357.0,358.0,207.0,40.0,135820,Iriney
73129,27.0,177.8,154,71.0,76.0,324.0,370.0,374.0,301.0,340.0,148.0,145.0,135820,Iriney
73123,31.0,177.8,154,77.0,77.0,294.0,358.0,347.0,356.0,356.0,211.0,40.0,135820,Iriney
73122,31.0,177.8,154,77.0,77.0,294.0,358.0,347.0,356.0,356.0,211.0,40.0,135820,Iriney
73121,31.0,177.8,154,76.0,76.0,289.0,357.0,344.0,355.0,352.0,208.0,40.0,135820,Iriney
73120,31.0,177.8,154,76.0,76.0,289.0,357.0,344.0,355.0,352.0,208.0,40.0,135820,Iriney
73119,32.0,177.8,154,76.0,76.0,289.0,357.0,344.0,355.0,352.0,208.0,40.0,135820,Iriney
73118,32.0,177.8,154,74.0,74.0,285.0,355.0,343.0,358.0,348.0,200.0,40.0,135820,Iriney
73117,32.0,177.8,154,74.0,74.0,285.0,345.0,343.0,365.0,348.0,200.0,40.0,135820,Iriney
73116,32.0,177.8,154,73.0,73.0,283.0,339.0,343.0,365.0,348.0,195.0,40.0,135820,Iriney
73115,32.0,177.8,154,73.0,73.0,283.0,339.0,343.0,365.0,348.0,195.0,40.0,135820,Iriney
73114,33.0,177.8,154,73.0,73.0,283.0,339.0,343.0,365.0,348.0,195.0,40.0,135820,Iriney
73113,33.0,177.8,154,71.0,71.0,283.0,335.0,335.0,355.0,344.0,195.0,40.0,135820,Iriney
73112,33.0,177.8,154,69.0,69.0,277.0,324.0,335.0,355.0,336.0,195.0,40.0,135820,Iriney
73289,18.0,170.18,157,65.0,69.0,290.0,313.0,354.0,333.0,300.0,122.0,132.0,192685,Isael
73288,21.0,170.18,157,65.0,69.0,290.0,313.0,354.0,333.0,300.0,122.0,132.0,192685,Isael
73287,22.0,170.18,157,65.0,69.0,290.0,317.0,354.0,322.0,291.0,122.0,49.0,192685,Isael
73285,24.0,170.18,157,68.0,74.0,290.0,323.0,354.0,335.0,297.0,150.0,49.0,192685,Isael
73286,24.0,170.18,157,65.0,69.0,290.0,317.0,354.0,322.0,291.0,122.0,49.0,192685,Isael
73283,24.0,170.18,157,68.0,74.0,290.0,323.0,354.0,335.0,297.0,150.0,49.0,192685,Isael
73282,25.0,170.18,157,66.0,72.0,285.0,317.0,352.0,332.0,289.0,144.0,49.0,192685,Isael
73281,26.0,170.18,157,66.0,72.0,285.0,317.0,352.0,332.0,289.0,144.0,49.0,192685,Isael
73284,24.0,170.18,157,68.0,74.0,290.0,323.0,354.0,335.0,297.0,150.0,49.0,192685,Isael
73346,21.0,175.26,163,83.0,87.0,339.0,413.0,408.0,350.0,343.0,74.0,51.0,197781,Isco
73357,14.0,175.26,163,60.0,77.0,281.0,293.0,340.0,254.0,265.0,82.0,122.0,197781,Isco
73356,17.0,175.26,163,60.0,77.0,281.0,293.0,340.0,254.0,265.0,82.0,122.0,197781,Isco
73355,18.0,175.26,163,68.0,85.0,299.0,352.0,346.0,297.0,312.0,115.0,51.0,197781,Isco
73353,19.0,175.26,163,75.0,81.0,304.0,370.0,400.0,297.0,323.0,145.0,51.0,197781,Isco
73352,19.0,175.26,163,77.0,84.0,307.0,382.0,399.0,324.0,323.0,145.0,51.0,197781,Isco
73351,20.0,175.26,163,79.0,84.0,329.0,405.0,396.0,327.0,331.0,145.0,51.0,197781,Isco
73350,20.0,175.26,163,83.0,86.0,340.0,413.0,403.0,337.0,345.0,74.0,51.0,197781,Isco
73349,20.0,175.26,163,83.0,86.0,340.0,415.0,403.0,344.0,345.0,74.0,51.0,197781,Isco
73348,21.0,175.26,163,83.0,86.0,340.0,415.0,406.0,348.0,345.0,74.0,51.0,197781,Isco
73347,21.0,175.26,163,83.0,87.0,340.0,415.0,406.0,348.0,345.0,74.0,51.0,197781,Isco
73345,21.0,175.26,163,83.0,87.0,339.0,413.0,408.0,350.0,343.0,74.0,51.0,197781,Isco
73354,18.0,175.26,163,72.0,85.0,304.0,370.0,383.0,300.0,323.0,145.0,51.0,197781,Isco
73343,22.0,175.26,163,83.0,88.0,355.0,412.0,401.0,348.0,341.0,74.0,51.0,197781,Isco
73333,24.0,175.26,163,84.0,88.0,356.0,414.0,395.0,354.0,343.0,105.0,51.0,197781,Isco
73334,23.0,175.26,163,84.0,89.0,356.0,414.0,395.0,354.0,343.0,105.0,51.0,197781,Isco
73335,23.0,175.26,163,84.0,89.0,356.0,414.0,395.0,350.0,343.0,105.0,51.0,197781,Isco
73336,23.0,175.26,163,84.0,89.0,356.0,414.0,397.0,351.0,343.0,105.0,51.0,197781,Isco
73337,22.0,175.26,163,83.0,88.0,355.0,413.0,403.0,351.0,341.0,74.0,51.0,197781,Isco
73344,21.0,175.26,163,84.0,88.0,359.0,418.0,401.0,348.0,344.0,74.0,51.0,197781,Isco
73339,22.0,175.26,163,83.0,88.0,355.0,413.0,403.0,351.0,341.0,74.0,51.0,197781,Isco
73340,22.0,175.26,163,83.0,88.0,355.0,413.0,403.0,351.0,341.0,74.0,51.0,197781,Isco
73341,22.0,175.26,163,83.0,88.0,355.0,413.0,403.0,348.0,341.0,74.0,51.0,197781,Isco
73342,22.0,175.26,163,83.0,88.0,355.0,412.0,401.0,348.0,341.0,74.0,51.0,197781,Isco
73338,22.0,175.26,163,83.0,88.0,355.0,413.0,403.0,351.0,341.0,74.0,51.0,197781,Isco
73596,23.0,177.8,172,71.0,77.0,314.0,315.0,362.0,360.0,320.0,212.0,46.0,201119,Ismaily
73600,20.0,177.8,172,50.0,68.0,233.0,226.0,315.0,280.0,246.0,99.0,46.0,201119,Ismaily
73599,21.0,177.8,172,66.0,70.0,295.0,296.0,341.0,297.0,301.0,199.0,46.0,201119,Ismaily
73598,22.0,177.8,172,66.0,70.0,295.0,293.0,348.0,297.0,298.0,199.0,46.0,201119,Ismaily
73597,22.0,177.8,172,70.0,76.0,304.0,294.0,354.0,358.0,307.0,210.0,46.0,201119,Ismaily
73595,23.0,177.8,172,71.0,77.0,314.0,315.0,362.0,360.0,320.0,212.0,46.0,201119,Ismaily
73601,17.0,177.8,172,50.0,68.0,233.0,226.0,315.0,280.0,246.0,99.0,46.0,201119,Ismaily
73593,25.0,177.8,172,75.0,78.0,317.0,315.0,373.0,364.0,323.0,224.0,51.0,201119,Ismaily
73592,26.0,177.8,172,75.0,77.0,317.0,315.0,373.0,364.0,323.0,224.0,51.0,201119,Ismaily
73591,26.0,177.8,172,76.0,78.0,317.0,315.0,390.0,364.0,325.0,224.0,51.0,201119,Ismaily
73590,26.0,177.8,172,76.0,78.0,317.0,315.0,390.0,364.0,325.0,226.0,51.0,201119,Ismaily
73589,26.0,177.8,172,76.0,78.0,317.0,315.0,390.0,364.0,325.0,226.0,51.0,201119,Ismaily
73594,24.0,177.8,172,71.0,77.0,314.0,315.0,360.0,360.0,320.0,212.0,46.0,201119,Ismaily
74441,21.0,175.26,174,73.0,78.0,280.0,327.0,368.0,289.0,293.0,86.0,60.0,164851,Ivanildo
74440,21.0,175.26,174,67.0,74.0,276.0,330.0,374.0,289.0,293.0,86.0,57.0,164851,Ivanildo
74439,24.0,175.26,174,67.0,74.0,276.0,330.0,374.0,289.0,293.0,86.0,57.0,164851,Ivanildo
74438,25.0,175.26,174,67.0,74.0,276.0,330.0,374.0,289.0,293.0,86.0,57.0,164851,Ivanildo
74437,25.0,175.26,174,74.0,75.0,280.0,340.0,426.0,276.0,296.0,86.0,57.0,164851,Ivanildo
74436,26.0,175.26,174,71.0,74.0,280.0,332.0,400.0,266.0,292.0,86.0,57.0,164851,Ivanildo
74435,27.0,175.26,174,70.0,74.0,275.0,326.0,391.0,265.0,287.0,86.0,57.0,164851,Ivanildo
74434,27.0,175.26,174,69.0,73.0,275.0,325.0,386.0,265.0,287.0,86.0,57.0,164851,Ivanildo
74432,27.0,175.26,174,69.0,73.0,279.0,325.0,377.0,280.0,287.0,86.0,57.0,164851,Ivanildo
74431,28.0,175.26,174,69.0,73.0,279.0,325.0,377.0,280.0,287.0,86.0,57.0,164851,Ivanildo
74430,28.0,175.26,174,69.0,69.0,279.0,325.0,377.0,280.0,287.0,86.0,57.0,164851,Ivanildo
74429,29.0,175.26,174,68.0,68.0,279.0,325.0,372.0,280.0,287.0,86.0,57.0,164851,Ivanildo
74428,29.0,175.26,174,72.0,72.0,290.0,343.0,373.0,291.0,292.0,89.0,62.0,164851,Ivanildo
74427,29.0,175.26,174,72.0,72.0,290.0,343.0,373.0,301.0,292.0,89.0,62.0,164851,Ivanildo
74426,30.0,175.26,174,70.0,70.0,285.0,336.0,373.0,292.0,288.0,89.0,62.0,164851,Ivanildo
74433,27.0,175.26,174,69.0,73.0,279.0,325.0,377.0,265.0,287.0,86.0,57.0,164851,Ivanildo
75115,27.0,195.58,181,70.0,70.0,47.0,106.0,219.0,199.0,150.0,29.0,356.0,146500,Jacobo
75121,23.0,195.58,181,67.0,68.0,64.0,179.0,269.0,250.0,214.0,45.0,336.0,146500,Jacobo
75120,24.0,195.58,181,69.0,68.0,104.0,158.0,269.0,218.0,214.0,59.0,341.0,146500,Jacobo
75119,25.0,195.58,181,71.0,73.0,104.0,161.0,269.0,218.0,214.0,59.0,356.0,146500,Jacobo
75118,25.0,195.58,181,71.0,73.0,104.0,161.0,269.0,218.0,214.0,59.0,356.0,146500,Jacobo
75117,26.0,195.58,181,75.0,70.0,104.0,163.0,219.0,218.0,214.0,59.0,378.0,146500,Jacobo
75116,26.0,195.58,181,69.0,70.0,104.0,149.0,219.0,218.0,214.0,59.0,340.0,146500,Jacobo
75113,29.0,195.58,181,67.0,70.0,57.0,100.0,219.0,204.0,150.0,34.0,348.0,146500,Jacobo
75114,27.0,195.58,181,67.0,70.0,57.0,100.0,219.0,204.0,150.0,34.0,348.0,146500,Jacobo
75111,29.0,195.58,181,67.0,70.0,57.0,100.0,219.0,204.0,150.0,34.0,348.0,146500,Jacobo
75112,29.0,195.58,181,67.0,70.0,57.0,100.0,219.0,204.0,150.0,34.0,348.0,146500,Jacobo
75110,29.0,195.58,181,68.0,70.0,57.0,100.0,216.0,182.0,40.0,34.0,348.0,146500,Jacobo
75109,30.0,195.58,181,70.0,70.0,125.0,136.0,216.0,230.0,124.0,75.0,358.0,146500,Jacobo
75108,30.0,195.58,181,71.0,71.0,125.0,136.0,216.0,230.0,124.0,75.0,364.0,146500,Jacobo
75107,31.0,195.58,181,71.0,71.0,125.0,136.0,216.0,230.0,124.0,75.0,364.0,146500,Jacobo
75106,31.0,195.58,181,71.0,71.0,125.0,136.0,216.0,229.0,124.0,75.0,364.0,146500,Jacobo
75105,31.0,195.58,181,68.0,68.0,112.0,145.0,236.0,229.0,124.0,75.0,345.0,146500,Jacobo
75104,31.0,195.58,181,68.0,68.0,112.0,145.0,236.0,229.0,124.0,75.0,345.0,146500,Jacobo
75273,16.0,170.18,146,57.0,66.0,188.0,213.0,317.0,219.0,256.0,193.0,50.0,219565,Jailson
75272,22.0,170.18,146,57.0,66.0,188.0,213.0,317.0,219.0,256.0,193.0,50.0,219565,Jailson
75271,23.0,170.18,146,59.0,66.0,209.0,225.0,336.0,219.0,256.0,193.0,50.0,219565,Jailson
75270,23.0,170.18,146,59.0,66.0,209.0,225.0,336.0,219.0,255.0,193.0,50.0,219565,Jailson
75269,23.0,170.18,146,60.0,66.0,209.0,225.0,346.0,230.0,255.0,193.0,50.0,219565,Jailson
75267,23.0,170.18,146,62.0,66.0,218.0,241.0,374.0,246.0,255.0,193.0,50.0,219565,Jailson
75268,23.0,170.18,146,60.0,66.0,209.0,225.0,349.0,230.0,255.0,193.0,50.0,219565,Jailson
75265,23.0,170.18,146,63.0,68.0,227.0,245.0,381.0,252.0,264.0,193.0,50.0,219565,Jailson
75264,24.0,170.18,146,68.0,73.0,232.0,250.0,385.0,262.0,269.0,204.0,55.0,219565,Jailson
75263,24.0,170.18,146,68.0,73.0,232.0,250.0,385.0,265.0,269.0,204.0,55.0,219565,Jailson
75262,24.0,170.18,146,68.0,72.0,232.0,250.0,385.0,265.0,269.0,204.0,55.0,219565,Jailson
75261,25.0,170.18,146,68.0,71.0,232.0,250.0,385.0,265.0,269.0,204.0,55.0,219565,Jailson
75266,23.0,170.18,146,63.0,66.0,227.0,245.0,381.0,252.0,264.0,193.0,50.0,219565,Jailson
75377,32.0,187.96,176,73.0,73.0,119.0,119.0,280.0,222.0,130.0,75.0,356.0,145257,Jaime
75376,33.0,187.96,176,73.0,73.0,117.0,125.0,280.0,219.0,130.0,75.0,356.0,145257,Jaime
75375,33.0,187.96,176,74.0,74.0,117.0,125.0,280.0,219.0,130.0,75.0,360.0,145257,Jaime
75374,33.0,187.96,176,74.0,74.0,117.0,125.0,280.0,219.0,130.0,75.0,360.0,145257,Jaime
75373,34.0,187.96,176,72.0,72.0,117.0,125.0,280.0,219.0,130.0,75.0,351.0,145257,Jaime
75368,21.0,187.96,176,54.0,67.0,212.0,249.0,331.0,310.0,267.0,135.0,53.0,201199,Jaime
75371,34.0,187.96,176,72.0,72.0,117.0,125.0,280.0,219.0,130.0,75.0,351.0,145257,Jaime
75370,34.0,187.96,176,74.0,74.0,97.0,82.0,281.0,221.0,133.0,41.0,364.0,145257,Jaime
75369,17.0,187.96,176,54.0,67.0,212.0,249.0,331.0,310.0,267.0,135.0,53.0,201199,Jaime
75372,34.0,187.96,176,72.0,72.0,117.0,125.0,280.0,219.0,130.0,75.0,351.0,145257,Jaime
75378,32.0,187.96,176,72.0,72.0,94.0,75.0,280.0,213.0,134.0,38.0,352.0,145257,Jaime
75389,27.0,187.96,176,64.0,66.0,101.0,128.0,233.0,218.0,193.0,56.0,318.0,145257,Jaime
75380,32.0,187.96,176,70.0,72.0,74.0,65.0,268.0,213.0,134.0,38.0,343.0,145257,Jaime
75381,32.0,187.96,176,70.0,72.0,74.0,65.0,268.0,213.0,134.0,38.0,343.0,145257,Jaime
75382,32.0,187.96,176,70.0,72.0,74.0,65.0,268.0,213.0,134.0,38.0,343.0,145257,Jaime
75383,31.0,187.96,176,72.0,72.0,74.0,65.0,268.0,217.0,134.0,38.0,350.0,145257,Jaime
75384,31.0,187.96,176,67.0,70.0,74.0,65.0,268.0,217.0,134.0,38.0,329.0,145257,Jaime
75385,30.0,187.96,176,67.0,70.0,74.0,65.0,266.0,217.0,134.0,38.0,328.0,145257,Jaime
75386,30.0,187.96,176,58.0,62.0,74.0,65.0,223.0,206.0,134.0,38.0,293.0,145257,Jaime
75387,29.0,187.96,176,58.0,62.0,59.0,65.0,223.0,201.0,134.0,23.0,293.0,145257,Jaime
75388,28.0,187.96,176,60.0,65.0,101.0,126.0,223.0,218.0,193.0,56.0,299.0,145257,Jaime
75367,22.0,187.96,176,55.0,58.0,219.0,252.0,291.0,308.0,265.0,183.0,53.0,201199,Jaime
75390,26.0,187.96,176,65.0,66.0,101.0,128.0,233.0,218.0,193.0,56.0,318.0,145257,Jaime
75391,26.0,187.96,176,66.0,67.0,59.0,144.0,233.0,201.0,193.0,23.0,323.0,145257,Jaime
75379,32.0,187.96,176,72.0,72.0,74.0,65.0,270.0,213.0,134.0,38.0,351.0,145257,Jaime
75366,22.0,187.96,176,60.0,64.0,233.0,259.0,285.0,299.0,265.0,186.0,53.0,201199,Jaime
75360,18.0,175.26,161,65.0,73.0,261.0,316.0,338.0,225.0,266.0,62.0,124.0,189459,Jaime
75364,23.0,187.96,176,65.0,71.0,240.0,259.0,287.0,304.0,283.0,194.0,53.0,201199,Jaime
75340,25.0,175.26,161,69.0,73.0,311.0,327.0,382.0,292.0,277.0,97.0,50.0,189459,Jaime
75341,25.0,175.26,161,69.0,74.0,311.0,327.0,382.0,292.0,277.0,97.0,50.0,189459,Jaime
75342,25.0,175.26,161,69.0,74.0,311.0,327.0,382.0,292.0,277.0,97.0,50.0,189459,Jaime
75343,25.0,175.26,161,69.0,74.0,311.0,327.0,382.0,288.0,277.0,97.0,50.0,189459,Jaime
75344,24.0,175.26,161,67.0,72.0,296.0,309.0,373.0,305.0,263.0,94.0,45.0,189459,Jaime
75345,24.0,175.26,161,65.0,70.0,296.0,309.0,339.0,305.0,263.0,94.0,45.0,189459,Jaime
75365,23.0,187.96,176,63.0,68.0,240.0,259.0,287.0,299.0,283.0,194.0,53.0,201199,Jaime
75347,24.0,175.26,161,66.0,71.0,296.0,309.0,367.0,307.0,263.0,94.0,45.0,189459,Jaime
75348,24.0,175.26,161,66.0,71.0,296.0,309.0,367.0,307.0,263.0,94.0,45.0,189459,Jaime
75349,24.0,175.26,161,66.0,71.0,296.0,309.0,367.0,307.0,263.0,94.0,45.0,189459,Jaime
75350,24.0,175.26,161,66.0,71.0,296.0,309.0,367.0,307.0,263.0,94.0,45.0,189459,Jaime
75346,24.0,175.26,161,66.0,71.0,296.0,309.0,367.0,307.0,263.0,94.0,45.0,189459,Jaime
75352,23.0,175.26,161,67.0,74.0,299.0,313.0,366.0,307.0,263.0,94.0,45.0,189459,Jaime
